Linux 3.10.0-327.13.1.el7.x86_64 (ip-192-168-1-252.us-west-2.compute.internal) 	04/21/2016 	_x86_64_	(32 CPU)

10:16:25 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:16:26 PM     all      0.00      0.00      0.03      0.00      0.00     99.97
10:16:27 PM     all     44.73      0.00      8.38      0.00      0.06     46.83
10:16:28 PM     all     63.92      0.00     14.89      0.00      0.39     20.80
10:16:29 PM     all     70.39      0.00     20.22      0.00      0.31      9.08
10:16:30 PM     all     68.05      0.00     21.51      0.00      0.20     10.23
10:16:31 PM     all      2.11      0.00      2.26      0.00      0.35     95.28
10:16:32 PM     all      0.61      0.00      1.72      0.00      0.38     97.28
10:16:33 PM     all      0.61      0.00      1.76      0.00      0.34     97.28
10:16:34 PM     all      0.50      0.00      1.80      0.00      0.35     97.35
10:16:35 PM     all      0.61      0.00      1.92      0.00      0.31     97.16
10:16:36 PM     all      0.65      0.00      1.88      0.00      0.34     97.13
10:16:37 PM     all      0.61      0.00      1.95      0.00      0.38     97.05
10:16:38 PM     all      0.65      0.00      2.26      0.00      0.31     96.79
10:16:39 PM     all      0.54      0.00      1.92      0.00      0.35     97.20
10:16:40 PM     all      0.57      0.00      1.91      0.00      0.38     97.13
10:16:41 PM     all      0.69      0.00      2.14      0.00      0.34     96.83
10:16:42 PM     all      0.73      0.00      2.10      0.00      0.34     96.83
10:16:43 PM     all      0.77      0.00      1.87      0.00      0.34     97.02
10:16:44 PM     all      0.76      0.00      2.10      0.00      0.31     96.83
10:16:45 PM     all      0.72      0.00      2.10      0.00      0.38     96.80
10:16:46 PM     all      0.73      0.00      2.26      0.00      0.34     96.67
10:16:47 PM     all      0.80      0.00      2.26      0.00      0.34     96.60
10:16:48 PM     all      0.65      0.00      2.11      0.00      0.34     96.90
10:16:49 PM     all      0.72      0.00      2.44      0.00      0.34     96.49
10:16:50 PM     all      0.69      0.00      2.22      0.00      0.34     96.75
10:16:51 PM     all      0.65      0.00      2.33      0.00      0.38     96.63
10:16:52 PM     all      0.76      0.00      2.22      0.00      0.31     96.72
10:16:53 PM     all      0.72      0.00      2.17      0.00      0.38     96.72
10:16:54 PM     all      0.73      0.00      2.26      0.00      0.38     96.64
10:16:55 PM     all      0.76      0.00      2.29      0.00      0.34     96.60
10:16:56 PM     all      0.73      0.00      2.52      0.00      0.34     96.41
10:16:57 PM     all      0.76      0.00      2.06      0.00      0.34     96.83
10:16:58 PM     all      0.88      0.00      2.29      0.00      0.34     96.49
10:16:59 PM     all      0.80      0.00      2.21      0.00      0.34     96.65
10:17:00 PM     all      0.84      0.00      2.40      0.00      0.34     96.42
10:17:01 PM     all      0.76      0.00      2.36      0.00      0.34     96.53
10:17:02 PM     all      1.76      0.00      2.65      0.00      0.35     95.24
10:17:03 PM     all      0.80      0.00      2.29      0.00      0.34     96.56
10:17:04 PM     all      1.38      0.00      2.49      0.00      0.38     95.76
10:17:05 PM     all      1.06      0.00      2.66      0.00      0.34     95.93
10:17:06 PM     all      1.72      0.00      2.56      0.00      0.34     95.38
10:17:07 PM     all      3.48      0.00      2.94      0.00      0.34     93.23
10:17:08 PM     all      8.20      0.00      4.10      0.00      0.38     87.31
10:17:09 PM     all     14.58      0.00      5.02      0.00      0.43     79.98
10:17:10 PM     all     26.23      0.00      7.90      0.00      0.47     65.40
10:17:11 PM     all     21.54      0.00      6.52      0.00      0.39     71.56
10:17:12 PM     all     28.96      0.00      9.47      0.00      0.47     61.10
10:17:13 PM     all     24.73      0.00      7.90      0.00      0.47     66.90
10:17:14 PM     all     22.32      0.00      7.45      0.00      0.47     69.76
10:17:15 PM     all     21.85      0.00      6.77      0.00      0.47     70.91
10:17:16 PM     all     17.99      0.00      6.60      0.00      0.43     74.98
10:17:17 PM     all      8.69      0.00      3.60      0.00      0.38     87.33
10:17:18 PM     all      1.61      0.00      2.19      0.00      0.35     95.86
10:17:19 PM     all      0.76      0.00      2.33      0.00      0.34     96.57
10:17:20 PM     all      1.72      0.00      2.52      0.00      0.34     95.42
